vacancy_id,client_id,role_title,role_family,priority,opened_date,status,filled_date,target_monthly_rate_usd
V00642,C0295,Helpdesk Agent,Customer Support,High,2026-06-11,on_hold,,800
V00643,C0295,Content Writer,Marketing VA,Standard,2026-06-11,filled,2026-07-06,2100
V00644,C0295,Executive Assistant,Executive VA,Standard,2026-06-12,open,,2100
V00645,C0296,Accounts Payable Clerk,Bookkeeping,High,2026-06-10,filled,2026-06-28,1800
V00646,C0296,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-05,open,,800
V00647,C0297,Accounts Payable Clerk,Bookkeeping,High,2026-06-19,filled,2026-07-19,1800
V00648,C0297,Helpdesk Agent,Customer Support,High,2026-05-25,filled,2026-06-05,1800
V00649,C0297,Executive Assistant,Executive VA,Standard,2026-06-18,filled,2026-06-11,1000
V00650,C0298,Helpdesk Agent,Customer Support,Standard,2026-07-01,filled,2026-07-20,1000
V00651,C0298,Appointment Setter,Sales VA,Standard,2026-07-09,filled,2026-07-25,1500
V00652,C0299,Bookkeeper,Bookkeeping,Standard,2026-05-26,filled,2026-06-08,2100
V00653,C0299,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-29,open,,1200
V00654,C0300,Customer Support Agent,Customer Support,Standard,2026-07-08,open,,1800
V00655,C0301,Executive Assistant,Executive VA,High,2026-07-13,open,,1500
V00656,C0302,Cold Caller,Sales VA,Standard,2026-07-18,open,,1800
V00657,C0302,Data Analyst,Technical,High,2026-06-06,filled,2026-06-26,1800
V00658,C0302,Helpdesk Agent,Customer Support,High,2026-07-08,open,,800
V00659,C0302,Content Writer,Marketing VA,Standard,2026-07-11,open,,1200
V00660,C0303,Bookkeeper,Bookkeeping,High,2026-07-10,open,,800
V00661,C0303,Helpdesk Agent,Customer Support,High,2026-06-07,filled,2026-06-20,1000
V00662,C0303,Customer Support Agent,Customer Support,Urgent,2026-06-28,open,,800
V00663,C0303,Cold Caller,Sales VA,Standard,2026-07-15,open,,1500
V00664,C0303,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-20,filled,2026-06-30,1000
V00665,C0304,Appointment Setter,Sales VA,High,2026-06-17,filled,2026-07-11,2100
V00666,C0304,Executive Assistant,Executive VA,Urgent,2026-07-24,open,,1800
V00667,C0305,Executive Assistant,Executive VA,Standard,2026-06-21,filled,2026-07-15,1500
V00668,C0306,Cold Caller,Sales VA,Standard,2026-07-14,open,,1000
V00669,C0306,Sales Development Rep,Sales VA,Urgent,2026-07-17,open,,1000
V00670,C0307,Cold Caller,Sales VA,Standard,2026-06-13,filled,2026-06-06,800
V00671,C0307,Operations Assistant,Executive VA,Standard,2026-07-10,open,,1000
V00672,C0308,Email Marketer,Marketing VA,High,2026-07-01,filled,2026-07-23,1800
V00673,C0309,Email Marketer,Marketing VA,Standard,2026-07-24,open,,1000
V00674,C0309,Appointment Setter,Sales VA,Standard,2026-06-22,filled,2026-07-11,1200
V00675,C0310,Helpdesk Agent,Customer Support,High,2026-07-04,open,,1800
V00676,C0311,Helpdesk Agent,Customer Support,High,2026-06-12,filled,2026-07-07,1500
V00677,C0311,Content Writer,Marketing VA,Standard,2026-06-24,open,,2100
V00678,C0311,Web Developer,Technical,Standard,2026-07-24,open,,800
V00679,C0312,Executive Assistant,Executive VA,Standard,2026-07-17,open,,2100
V00680,C0313,Bookkeeper,Bookkeeping,Urgent,2026-07-13,open,,1000
V00681,C0313,Sales Development Rep,Sales VA,Standard,2026-07-26,open,,1800
V00682,C0314,Content Writer,Marketing VA,Urgent,2026-07-18,open,,1500
V00683,C0314,Operations Assistant,Executive VA,Urgent,2026-06-24,open,,1500
V00684,C0315,Customer Support Agent,Customer Support,Standard,2026-07-19,open,,1800
V00685,C0315,Sales Development Rep,Sales VA,Standard,2026-07-20,open,,2100
V00686,C0315,Helpdesk Agent,Customer Support,Standard,2026-07-12,open,,1800
V00687,C0315,Customer Support Agent,Customer Support,High,2026-07-26,open,,1500
V00688,C0316,Data Analyst,Technical,High,2026-07-07,open,,800
V00689,C0317,Appointment Setter,Sales VA,Standard,2026-06-25,filled,2026-07-15,1800
V00690,C0318,Automation Specialist,Technical,High,2026-06-30,filled,2026-07-20,1200
V00691,C0318,Web Developer,Technical,Standard,2026-07-21,open,,1800
V00692,C0319,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-27,filled,2026-07-19,1000
V00693,C0320,Social Media Manager,Marketing VA,Standard,2026-07-21,open,,2100
V00694,C0321,Email Marketer,Marketing VA,High,2026-07-07,open,,800
V00695,C0321,Bookkeeper,Bookkeeping,Standard,2026-07-16,open,,1800
V00696,C0321,Executive Assistant,Executive VA,High,2026-07-17,open,,800
V00697,C0321,Appointment Setter,Sales VA,Urgent,2026-07-10,filled,2026-07-25,2100
V00698,C0322,Executive Assistant,Executive VA,Standard,2026-07-22,open,,2100
V00699,C0322,Web Developer,Technical,Standard,2026-07-18,open,,1200
V00700,C0322,Operations Assistant,Executive VA,High,2026-07-09,open,,1800
V00701,C0322,Operations Assistant,Executive VA,Standard,2026-07-22,open,,1500
V00702,C0323,Web Developer,Technical,Standard,2026-07-18,open,,1200
V00703,C0323,Executive Assistant,Executive VA,High,2026-07-22,open,,2100
V00704,C0323,Web Developer,Technical,Urgent,2026-07-18,open,,1800
V00705,C0324,Content Writer,Marketing VA,Standard,2026-07-22,open,,1200
V00706,C0325,Social Media Manager,Marketing VA,Standard,2026-07-25,open,,800
V00707,C0326,Customer Support Agent,Customer Support,High,2026-07-22,open,,2100
V00708,C0326,Bookkeeper,Bookkeeping,Standard,2026-07-24,open,,2100
V00709,C0327,Helpdesk Agent,Customer Support,Standard,2026-07-22,open,,2100
