interview_id,submittal_id,scheduled_date,completed,no_show,outcome
I001266,S002612,2026-03-14,1,0,pass
I001267,S002613,2026-03-11,1,0,offer
I001268,S002615,2026-05-09,1,0,pass
I001269,S002619,2026-05-21,1,0,pass
I001270,S002622,2026-06-08,1,0,pass
I001271,S002624,2026-07-08,1,0,pass
I001272,S002626,2026-07-20,0,1,no_show
I001273,S002628,2026-05-13,1,0,pass
I001274,S002629,2026-05-18,1,0,offer
I001275,S002630,2026-04-23,1,0,pass
I001276,S002633,2026-04-26,1,0,pass
I001277,S002634,2026-05-11,1,0,pass
I001278,S002635,2026-03-07,1,0,pass
I001279,S002636,2026-03-11,1,0,offer
I001280,S002637,2026-01-13,1,0,offer
I001281,S002639,2025-12-25,1,0,pass
I001282,S002641,2026-01-06,1,0,pass
I001283,S002643,2026-01-07,1,0,pass
I001284,S002644,2026-01-12,1,0,pass
I001285,S002645,2026-01-10,1,0,offer
I001286,S002646,2026-01-10,1,0,pass
I001287,S002647,2026-01-22,1,0,pass
I001288,S002650,2026-06-03,1,0,pass
I001289,S002651,2026-06-07,1,0,offer
I001290,S002657,2026-03-26,1,0,offer
I001291,S002658,2026-03-30,1,0,pass
I001292,S002661,2026-04-17,1,0,pass
I001293,S002662,2026-05-04,1,0,pass
I001294,S002663,2026-01-11,1,0,pass
I001295,S002664,2026-01-17,1,0,pass
I001296,S002665,2026-04-29,1,0,offer
I001297,S002666,2026-05-03,1,0,pass
I001298,S002667,2026-05-15,1,0,pass
I001299,S002670,2026-05-21,1,0,pass
I001300,S002672,2026-04-14,1,0,offer
I001301,S002673,2026-04-13,1,0,offer
I001302,S002676,2026-05-06,1,0,pass
I001303,S002677,2026-05-09,1,0,pass
I001304,S002679,2026-06-14,1,0,offer
I001305,S002680,2026-06-09,1,0,pass
I001306,S002686,2026-07-16,1,0,pass
I001307,S002687,2026-03-02,1,0,offer
I001308,S002688,2026-03-07,1,0,pass
I001309,S002691,2026-03-22,1,0,pass
I001310,S002695,2026-04-22,1,0,offer
I001311,S002696,2026-04-19,1,0,offer
I001312,S002697,2026-04-28,1,0,pass
I001313,S002700,2026-01-18,1,0,pass
I001314,S002701,2026-01-27,1,0,pass
I001315,S002702,2026-02-01,1,0,offer
I001316,S002703,2026-05-06,1,0,offer
I001317,S002708,2026-05-19,1,0,offer
I001318,S002710,2026-01-16,1,0,offer
I001319,S002712,2026-01-27,1,0,offer
I001320,S002713,2026-01-30,1,0,pass
I001321,S002714,2026-02-04,1,0,pass
I001322,S002715,2026-02-05,1,0,pass
I001323,S002716,2026-06-11,1,0,pass
I001324,S002717,2026-06-19,1,0,pass
I001325,S002719,2026-07-03,1,0,pass
I001326,S002725,2026-03-27,1,0,pass
I001327,S002726,2026-04-04,1,0,offer
I001328,S002727,2026-03-31,1,0,pass
I001329,S002732,2026-04-24,1,0,offer
I001330,S002738,2026-04-01,1,0,offer
I001331,S002739,2026-07-10,0,1,no_show
I001332,S002741,2026-07-20,1,0,offer
I001333,S002744,2026-07-25,1,0,pass
I001334,S002745,2026-04-22,1,0,offer
I001335,S002750,2026-07-11,1,0,pass
I001336,S002753,2026-07-26,1,0,pass
I001337,S002756,2026-03-11,1,0,offer
I001338,S002757,2026-03-20,1,0,pass
I001339,S002759,2026-03-28,0,1,no_show
I001340,S002764,2026-03-21,1,0,offer
I001341,S002768,2026-07-26,1,0,offer
I001342,S002774,2026-04-16,0,1,no_show
I001343,S002775,2026-04-15,1,0,pass
I001344,S002779,2026-05-03,0,1,no_show
I001345,S002780,2026-05-03,1,0,pass
I001346,S002783,2026-01-29,1,0,offer
I001347,S002784,2026-01-31,1,0,offer
I001348,S002787,2026-04-12,1,0,offer
I001349,S002789,2026-04-23,1,0,offer
I001350,S002790,2026-04-23,1,0,pass
I001351,S002791,2026-04-28,1,0,pass
I001352,S002793,2026-05-06,1,0,pass
I001353,S002795,2026-05-21,1,0,pass
I001354,S002796,2026-02-03,1,0,offer
I001355,S002798,2026-02-18,1,0,pass
I001356,S002799,2026-02-20,0,1,no_show
I001357,S002800,2026-02-28,0,1,no_show
I001358,S002803,2026-05-07,1,0,pass
I001359,S002804,2026-05-10,1,0,pass
I001360,S002805,2026-05-16,1,0,pass
I001361,S002807,2026-05-26,1,0,offer
I001362,S002808,2026-05-27,1,0,pass
I001363,S002809,2026-04-08,1,0,pass
I001364,S002811,2026-04-20,1,0,offer
I001365,S002814,2026-05-04,1,0,pass
I001366,S002817,2026-06-16,0,1,no_show
I001367,S002818,2026-06-12,1,0,offer
I001368,S002820,2026-06-25,1,0,pass
I001369,S002822,2026-07-04,1,0,pass
I001370,S002825,2026-05-31,1,0,pass
I001371,S002829,2026-06-10,1,0,offer
I001372,S002831,2026-03-17,1,0,pass
I001373,S002832,2026-03-22,0,1,no_show
I001374,S002833,2026-03-23,1,0,offer
I001375,S002837,2026-03-06,1,0,pass
I001376,S002839,2026-03-10,1,0,offer
I001377,S002843,2026-07-10,1,0,pass
I001378,S002844,2026-07-12,1,0,offer
I001379,S002845,2026-07-16,1,0,pass
I001380,S002851,2026-03-22,1,0,offer
I001381,S002853,2026-03-27,1,0,pass
I001382,S002859,2026-04-18,1,0,pass
I001383,S002860,2026-05-06,1,0,pass
I001384,S002861,2026-05-08,1,0,offer
I001385,S002863,2026-05-14,1,0,pass
I001386,S002864,2026-05-14,1,0,pass
I001387,S002871,2026-05-25,1,0,offer
I001388,S002873,2026-02-15,1,0,offer
I001389,S002874,2026-02-16,1,0,pass
I001390,S002875,2026-02-24,1,0,pass
I001391,S002877,2026-03-01,1,0,pass
I001392,S002879,2026-02-16,1,0,pass
I001393,S002881,2026-02-19,1,0,pass
I001394,S002882,2026-03-10,1,0,pass
I001395,S002885,2026-03-18,1,0,offer
I001396,S002886,2026-03-20,1,0,pass
I001397,S002890,2026-06-17,1,0,pass
I001398,S002893,2026-06-28,1,0,offer
I001399,S002894,2026-06-29,1,0,pass
I001400,S002895,2026-07-02,1,0,pass
I001401,S002898,2026-03-19,1,0,pass
I001402,S002900,2026-03-27,1,0,pass
I001403,S002902,2026-04-02,1,0,offer
I001404,S002907,2026-03-15,1,0,offer
I001405,S002908,2026-03-10,0,1,no_show
I001406,S002911,2026-03-15,1,0,pass
I001407,S002920,2026-06-12,1,0,offer
I001408,S002922,2026-03-29,1,0,pass
I001409,S002924,2026-04-04,1,0,pass
I001410,S002928,2026-04-18,1,0,pass
I001411,S002931,2026-05-03,1,0,offer
I001412,S002933,2026-05-08,1,0,pass
I001413,S002934,2026-03-26,1,0,pass
I001414,S002935,2026-04-03,1,0,pass
I001415,S002937,2026-04-10,0,1,no_show
I001416,S002938,2026-04-15,1,0,pass
I001417,S002945,2026-05-25,1,0,pass
I001418,S002946,2026-06-05,1,0,pass
I001419,S002951,2026-05-06,1,0,pass
I001420,S002956,2026-05-26,1,0,pass
I001421,S002961,2026-07-06,1,0,offer
I001422,S002963,2026-07-13,1,0,pass
I001423,S002964,2026-07-20,0,1,no_show
I001424,S002966,2026-07-24,1,0,offer
I001425,S002969,2026-05-31,1,0,pass
I001426,S002972,2026-06-13,1,0,offer
I001427,S002974,2026-06-26,1,0,pass
I001428,S002976,2026-06-01,1,0,offer
I001429,S002977,2026-06-01,1,0,pass
I001430,S002978,2026-06-15,1,0,pass
I001431,S002979,2026-06-10,1,0,pass
I001432,S002980,2026-04-10,1,0,offer
I001433,S002982,2026-04-12,1,0,pass
I001434,S002983,2026-04-22,1,0,pass
I001435,S002984,2026-04-26,1,0,pass
I001436,S002985,2026-04-26,1,0,pass
I001437,S002988,2026-05-05,1,0,pass
I001438,S002992,2026-03-08,1,0,pass
I001439,S002993,2026-03-14,1,0,pass
I001440,S002995,2026-06-24,1,0,pass
I001441,S002996,2026-06-18,0,1,no_show
I001442,S002999,2026-06-30,1,0,offer
I001443,S003002,2026-05-27,1,0,offer
I001444,S003006,2026-06-15,1,0,offer
I001445,S003008,2026-06-02,1,0,pass
I001446,S003009,2026-06-07,1,0,pass
I001447,S003010,2026-06-12,1,0,offer
I001448,S003011,2026-06-12,1,0,pass
I001449,S003012,2026-06-08,1,0,pass
I001450,S003013,2026-06-14,1,0,pass
I001451,S003014,2026-06-25,1,0,pass
I001452,S003018,2026-07-10,1,0,pass
I001453,S003020,2026-03-08,1,0,pass
I001454,S003022,2026-03-16,1,0,pass
I001455,S003024,2026-03-20,1,0,pass
I001456,S003026,2026-06-11,1,0,offer
I001457,S003027,2026-06-13,1,0,pass
I001458,S003028,2026-06-23,1,0,pass
I001459,S003029,2026-06-27,1,0,pass
I001460,S003030,2026-07-20,1,0,pass
I001461,S003031,2026-07-21,1,0,pass
I001462,S003032,2026-04-08,1,0,offer
I001463,S003035,2026-04-24,1,0,offer
I001464,S003037,2026-04-24,0,1,no_show
I001465,S003039,2026-05-08,1,0,pass
I001466,S003041,2026-05-16,1,0,pass
I001467,S003042,2026-06-22,1,0,offer
I001468,S003043,2026-03-19,1,0,offer
I001469,S003045,2026-03-23,0,1,no_show
I001470,S003048,2026-03-28,1,0,pass
I001471,S003052,2026-03-18,0,1,no_show
I001472,S003053,2026-03-23,1,0,pass
I001473,S003056,2026-03-29,1,0,offer
I001474,S003057,2026-04-05,1,0,pass
I001475,S003058,2026-06-02,1,0,pass
I001476,S003059,2026-06-06,1,0,pass
I001477,S003062,2026-06-23,1,0,pass
I001478,S003066,2026-04-20,1,0,pass
I001479,S003069,2026-05-07,1,0,pass
I001480,S003071,2026-07-10,1,0,offer
I001481,S003080,2026-05-10,1,0,offer
I001482,S003085,2026-05-29,0,1,no_show
I001483,S003086,2026-07-01,1,0,pass
I001484,S003088,2026-07-02,1,0,pass
I001485,S003096,2026-07-16,1,0,pass
I001486,S003098,2026-07-24,1,0,pass
I001487,S003100,2026-07-25,1,0,pass
I001488,S003103,2026-06-21,1,0,offer
I001489,S003105,2026-06-27,1,0,pass
I001490,S003106,2026-06-27,1,0,pass
I001491,S003110,2026-07-12,1,0,pass
I001492,S003112,2026-04-12,1,0,offer
I001493,S003114,2026-06-12,1,0,pass
I001494,S003115,2026-06-20,1,0,pass
I001495,S003116,2026-06-24,1,0,offer
I001496,S003117,2026-06-29,0,1,no_show
I001497,S003121,2026-07-22,1,0,pass
I001498,S003123,2026-04-29,1,0,pass
I001499,S003127,2026-05-12,1,0,pass
I001500,S003128,2026-07-19,1,0,pass
I001501,S003134,2026-04-17,1,0,pass
I001502,S003137,2026-05-01,1,0,offer
I001503,S003138,2026-05-02,1,0,pass
I001504,S003139,2026-05-09,1,0,offer
I001505,S003140,2026-05-09,1,0,pass
I001506,S003141,2026-07-05,1,0,offer
I001507,S003142,2026-07-07,1,0,pass
I001508,S003143,2026-07-10,1,0,pass
I001509,S003144,2026-07-17,1,0,pass
I001510,S003145,2026-07-20,1,0,pass
I001511,S003147,2026-07-07,1,0,pass
I001512,S003150,2026-07-23,1,0,offer
I001513,S003151,2026-04-07,1,0,pass
I001514,S003153,2026-04-16,1,0,pass
I001515,S003155,2026-04-26,1,0,pass
I001516,S003156,2026-04-24,1,0,pass
I001517,S003158,2026-05-06,1,0,offer
I001518,S003160,2026-06-11,1,0,pass
I001519,S003161,2026-06-10,1,0,offer
I001520,S003165,2026-07-10,1,0,pass
I001521,S003166,2026-07-19,1,0,pass
I001522,S003167,2026-07-25,1,0,pass
I001523,S003169,2026-04-17,1,0,pass
I001524,S003173,2026-05-01,1,0,pass
I001525,S003175,2026-05-09,1,0,offer
I001526,S003176,2026-06-04,1,0,offer
I001527,S003180,2026-05-14,1,0,offer
I001528,S003183,2026-05-26,1,0,pass
I001529,S003184,2026-06-05,1,0,pass
I001530,S003186,2026-06-07,1,0,pass
I001531,S003190,2026-04-01,1,0,offer
I001532,S003192,2026-04-09,1,0,pass
I001533,S003193,2026-04-09,1,0,pass
I001534,S003194,2026-04-16,1,0,pass
I001535,S003195,2026-04-18,1,0,pass
I001536,S003197,2026-06-20,1,0,offer
I001537,S003198,2026-06-13,1,0,pass
I001538,S003200,2026-05-22,1,0,pass
I001539,S003204,2026-05-16,1,0,offer
I001540,S003209,2026-05-26,1,0,pass
I001541,S003211,2026-04-25,1,0,offer
I001542,S003214,2026-05-11,1,0,pass
I001543,S003215,2026-04-25,1,0,pass
I001544,S003216,2026-04-22,1,0,offer
I001545,S003217,2026-04-29,1,0,pass
I001546,S003219,2026-05-26,1,0,pass
I001547,S003224,2026-06-08,1,0,offer
I001548,S003225,2026-06-09,1,0,pass
I001549,S003226,2026-06-13,1,0,pass
I001550,S003229,2026-07-02,1,0,pass
I001551,S003230,2026-07-16,1,0,pass
I001552,S003232,2026-07-21,1,0,pass
I001553,S003233,2026-06-20,1,0,pass
I001554,S003235,2026-06-28,1,0,offer
I001555,S003237,2026-06-28,1,0,pass
I001556,S003240,2026-07-09,1,0,pass
I001557,S003241,2026-06-24,1,0,pass
I001558,S003246,2026-05-22,1,0,pass
I001559,S003247,2026-05-22,1,0,offer
I001560,S003249,2026-06-09,1,0,pass
I001561,S003251,2026-06-04,1,0,offer
I001562,S003255,2026-06-14,1,0,pass
I001563,S003256,2026-06-11,1,0,offer
I001564,S003257,2026-05-19,1,0,offer
I001565,S003258,2026-05-30,0,1,no_show
I001566,S003259,2026-05-31,1,0,pass
I001567,S003261,2026-06-10,1,0,pass
I001568,S003263,2026-06-18,1,0,pass
I001569,S003264,2026-05-16,1,0,offer
I001570,S003266,2026-05-20,1,0,pass
I001571,S003275,2026-06-18,1,0,offer
I001572,S003276,2026-06-22,1,0,pass
I001573,S003278,2026-06-06,1,0,pass
I001574,S003279,2026-06-11,1,0,pass
I001575,S003280,2026-06-16,1,0,pass
I001576,S003283,2026-05-25,1,0,pass
I001577,S003284,2026-06-01,1,0,offer
I001578,S003291,2026-05-21,1,0,offer
I001579,S003292,2026-05-31,1,0,pass
I001580,S003293,2026-04-15,1,0,pass
I001581,S003294,2026-04-19,1,0,pass
I001582,S003296,2026-04-26,1,0,offer
I001583,S003300,2026-07-20,0,1,no_show
I001584,S003304,2026-04-27,1,0,offer
I001585,S003306,2026-05-10,1,0,pass
I001586,S003307,2026-05-09,0,1,no_show
I001587,S003308,2026-05-17,1,0,pass
I001588,S003309,2026-03-30,1,0,pass
I001589,S003311,2026-03-31,1,0,offer
I001590,S003312,2026-04-09,1,0,pass
I001591,S003321,2026-06-21,1,0,pass
I001592,S003323,2026-06-26,1,0,pass
I001593,S003324,2026-06-29,0,1,no_show
I001594,S003325,2026-07-02,1,0,pass
I001595,S003326,2026-06-25,1,0,offer
I001596,S003327,2026-06-28,1,0,pass
I001597,S003330,2026-07-11,1,0,pass
I001598,S003338,2026-07-26,1,0,offer
I001599,S003341,2026-06-15,1,0,offer
I001600,S003344,2026-06-17,1,0,pass
I001601,S003345,2026-07-17,1,0,pass
I001602,S003347,2026-07-21,1,0,pass
I001603,S003349,2026-06-19,1,0,pass
I001604,S003350,2026-06-22,1,0,pass
I001605,S003353,2026-07-13,1,0,pass
I001606,S003354,2026-07-20,1,0,pass
I001607,S003358,2026-06-29,1,0,pass
I001608,S003359,2026-07-01,1,0,pass
I001609,S003361,2026-07-11,1,0,pass
I001610,S003367,2026-07-03,1,0,pass
I001611,S003369,2026-07-11,1,0,pass
I001612,S003370,2026-07-10,1,0,offer
I001613,S003371,2026-07-13,1,0,pass
I001614,S003372,2026-05-14,1,0,offer
I001615,S003375,2026-05-29,0,1,no_show
I001616,S003380,2026-06-14,1,0,pass
I001617,S003381,2026-05-28,1,0,pass
I001618,S003385,2026-06-13,1,0,offer
I001619,S003386,2026-06-19,1,0,offer
I001620,S003387,2026-07-18,1,0,pass
I001621,S003388,2026-05-07,1,0,pass
I001622,S003390,2026-06-22,1,0,pass
I001623,S003393,2026-06-26,1,0,offer
I001624,S003396,2026-07-07,1,0,pass
I001625,S003397,2026-07-06,1,0,pass
I001626,S003399,2026-07-06,1,0,offer
I001627,S003400,2026-07-10,1,0,pass
I001628,S003403,2026-07-04,1,0,offer
I001629,S003404,2026-07-05,1,0,pass
I001630,S003408,2026-07-15,1,0,pass
I001631,S003409,2026-06-30,1,0,offer
I001632,S003411,2026-07-03,1,0,pass
I001633,S003412,2026-07-09,1,0,pass
I001634,S003414,2026-05-22,1,0,offer
I001635,S003415,2026-05-19,1,0,pass
I001636,S003418,2026-05-28,1,0,pass
I001637,S003421,2026-06-14,1,0,pass
I001638,S003422,2026-06-16,1,0,offer
I001639,S003425,2026-05-26,1,0,offer
I001640,S003427,2026-06-07,1,0,pass
I001641,S003430,2026-06-23,1,0,pass
I001642,S003432,2026-06-02,1,0,pass
I001643,S003434,2026-06-16,1,0,pass
I001644,S003435,2026-06-13,1,0,pass
I001645,S003438,2026-06-29,1,0,pass
I001646,S003443,2026-07-25,1,0,offer
I001647,S003446,2026-05-28,1,0,pass
I001648,S003448,2026-06-04,1,0,pass
I001649,S003450,2026-06-19,1,0,offer
I001650,S003451,2026-06-20,1,0,pass
I001651,S003452,2026-06-27,1,0,pass
I001652,S003453,2026-07-12,1,0,offer
I001653,S003454,2026-07-09,1,0,pass
I001654,S003461,2026-07-14,1,0,pass
I001655,S003464,2026-07-26,1,0,offer
I001656,S003466,2026-05-06,1,0,pass
I001657,S003471,2026-05-10,1,0,pass
I001658,S003472,2026-05-10,1,0,pass
I001659,S003476,2026-07-22,1,0,pass
I001660,S003479,2026-06-20,1,0,pass
I001661,S003481,2026-07-01,1,0,pass
I001662,S003482,2026-07-02,1,0,offer
I001663,S003484,2026-07-05,1,0,pass
I001664,S003485,2026-07-12,1,0,pass
I001665,S003486,2026-07-15,1,0,pass
I001666,S003487,2026-07-17,1,0,pass
I001667,S003489,2026-06-14,1,0,pass
I001668,S003490,2026-06-20,1,0,pass
I001669,S003491,2026-06-17,1,0,pass
I001670,S003492,2026-06-30,0,1,no_show
I001671,S003497,2026-07-13,1,0,pass
I001672,S003498,2026-07-26,1,0,pass
I001673,S003501,2026-06-13,1,0,offer
I001674,S003504,2026-06-20,1,0,pass
I001675,S003505,2026-06-20,1,0,pass
I001676,S003506,2026-06-24,1,0,pass
I001677,S003508,2026-07-07,1,0,offer
I001678,S003510,2026-07-09,1,0,pass
I001679,S003511,2026-06-06,0,1,no_show
I001680,S003512,2026-06-13,1,0,offer
I001681,S003514,2026-06-18,1,0,pass
I001682,S003515,2026-06-18,1,0,pass
I001683,S003517,2026-07-18,1,0,offer
I001684,S003519,2026-07-19,1,0,pass
I001685,S003523,2026-07-14,1,0,pass
I001686,S003528,2026-05-08,1,0,offer
I001687,S003529,2026-05-13,1,0,pass
I001688,S003530,2026-05-17,1,0,pass
I001689,S003531,2026-07-03,0,1,no_show
I001690,S003532,2026-07-08,1,0,pass
I001691,S003540,2026-07-10,1,0,pass
I001692,S003541,2026-07-13,1,0,offer
I001693,S003543,2026-07-21,1,0,pass
I001694,S003547,2026-06-29,1,0,pass
I001695,S003548,2026-07-06,1,0,pass
I001696,S003549,2026-07-08,1,0,offer
I001697,S003550,2026-07-11,1,0,pass
I001698,S003551,2026-07-19,1,0,pass
I001699,S003552,2026-05-26,1,0,pass
I001700,S003556,2026-06-02,1,0,pass
I001701,S003557,2026-06-07,1,0,offer
I001702,S003558,2026-06-17,1,0,pass
I001703,S003559,2026-06-06,1,0,offer
I001704,S003561,2026-07-06,0,1,no_show
I001705,S003562,2026-07-09,1,0,pass
I001706,S003563,2026-07-05,1,0,pass
I001707,S003567,2026-07-17,1,0,pass
I001708,S003568,2026-07-16,1,0,pass
I001709,S003569,2026-07-20,1,0,pass
I001710,S003570,2026-07-26,1,0,offer
I001711,S003572,2026-05-25,1,0,pass
I001712,S003573,2026-06-02,1,0,pass
I001713,S003580,2026-06-15,1,0,pass
I001714,S003581,2026-06-14,0,1,no_show
I001715,S003583,2026-06-24,0,1,no_show
I001716,S003584,2026-06-25,0,1,no_show
I001717,S003585,2026-07-01,1,0,pass
I001718,S003586,2026-07-03,0,1,no_show
I001719,S003587,2026-06-30,1,0,pass
I001720,S003588,2026-07-08,1,0,pass
I001721,S003590,2026-07-14,1,0,offer
I001722,S003591,2026-07-19,1,0,pass
I001723,S003593,2026-06-20,1,0,pass
I001724,S003594,2026-06-26,1,0,pass
I001725,S003595,2026-07-01,1,0,pass
I001726,S003596,2026-07-08,1,0,pass
I001727,S003598,2026-07-16,1,0,pass
I001728,S003602,2026-07-20,1,0,offer
I001729,S003605,2026-06-21,1,0,offer
I001730,S003606,2026-06-11,1,0,pass
I001731,S003607,2026-06-18,1,0,pass
I001732,S003611,2026-06-27,1,0,pass
I001733,S003612,2026-07-05,1,0,pass
I001734,S003613,2026-07-07,1,0,offer
I001735,S003615,2026-07-17,1,0,pass
I001736,S003626,2026-07-04,1,0,pass
I001737,S003627,2026-07-18,1,0,offer
I001738,S003629,2026-07-15,1,0,pass
I001739,S003630,2026-07-25,1,0,offer
I001740,S003633,2026-06-16,1,0,pass
I001741,S003634,2026-06-16,1,0,pass
I001742,S003636,2026-06-25,0,1,no_show
I001743,S003638,2026-07-02,1,0,pass
I001744,S003639,2026-07-13,0,1,no_show
I001745,S003640,2026-07-09,1,0,pass
I001746,S003643,2026-07-19,1,0,pass
I001747,S003644,2026-07-20,1,0,offer
I001748,S003646,2026-07-26,1,0,pass
I001749,S003655,2026-06-20,1,0,pass
I001750,S003657,2026-07-03,1,0,offer
I001751,S003659,2026-06-29,1,0,pass
I001752,S003661,2026-07-02,1,0,pass
I001753,S003662,2026-07-03,1,0,pass
I001754,S003663,2026-06-28,1,0,pass
I001755,S003664,2026-07-09,1,0,pass
I001756,S003666,2026-06-21,1,0,offer
I001757,S003668,2026-07-02,1,0,pass
I001758,S003672,2026-07-24,1,0,pass
I001759,S003680,2026-07-13,1,0,offer
I001760,S003685,2026-06-03,1,0,offer
I001761,S003686,2026-06-02,1,0,pass
I001762,S003689,2026-06-14,1,0,pass
I001763,S003691,2026-06-21,1,0,pass
I001764,S003692,2026-06-19,1,0,pass
I001765,S003694,2026-06-28,1,0,pass
I001766,S003696,2026-07-06,1,0,offer
I001767,S003697,2026-07-15,1,0,pass
I001768,S003698,2026-07-05,1,0,pass
I001769,S003699,2026-07-17,1,0,offer
I001770,S003700,2026-07-18,1,0,pass
I001771,S003702,2026-07-25,1,0,pass
I001772,S003704,2026-07-20,1,0,offer
I001773,S003705,2026-07-24,1,0,pass
I001774,S003709,2026-06-04,1,0,offer
I001775,S003712,2026-06-21,1,0,pass
I001776,S003713,2026-06-26,1,0,pass
I001777,S003714,2026-06-27,1,0,pass
I001778,S003721,2026-07-18,1,0,pass
I001779,S003723,2026-07-24,1,0,offer
I001780,S003724,2026-07-24,1,0,pass
I001781,S003733,2026-06-23,1,0,offer
I001782,S003734,2026-06-21,1,0,pass
I001783,S003737,2026-07-10,1,0,pass
I001784,S003738,2026-07-15,1,0,pass
I001785,S003744,2026-07-25,1,0,offer
I001786,S003747,2026-07-26,1,0,offer
I001787,S003750,2026-07-23,1,0,pass
I001788,S003753,2026-06-17,1,0,offer
I001789,S003754,2026-06-24,1,0,pass
I001790,S003757,2026-06-28,1,0,pass
I001791,S003759,2026-07-05,1,0,pass
I001792,S003760,2026-07-03,1,0,pass
I001793,S003761,2026-07-05,0,1,no_show
I001794,S003763,2026-07-05,1,0,pass
I001795,S003769,2026-07-25,0,1,no_show
I001796,S003772,2026-06-27,1,0,offer
I001797,S003773,2026-07-11,1,0,pass
I001798,S003774,2026-07-16,1,0,pass
I001799,S003776,2026-06-24,0,1,no_show
I001800,S003779,2026-07-06,1,0,offer
I001801,S003787,2026-07-14,1,0,offer
I001802,S003788,2026-07-19,1,0,pass
I001803,S003791,2026-07-20,0,1,no_show
I001804,S003795,2026-06-23,1,0,pass
I001805,S003797,2026-07-04,1,0,offer
I001806,S003799,2026-07-05,1,0,pass
I001807,S003801,2026-07-19,1,0,offer
I001808,S003802,2026-07-19,1,0,offer
I001809,S003808,2026-07-18,1,0,offer
I001810,S003814,2026-07-09,1,0,offer
I001811,S003816,2026-07-13,1,0,pass
I001812,S003817,2026-07-18,1,0,pass
I001813,S003818,2026-07-10,1,0,offer
I001814,S003819,2026-07-10,1,0,pass
I001815,S003820,2026-07-19,0,1,no_show
I001816,S003828,2026-07-04,1,0,pass
I001817,S003829,2026-06-30,1,0,offer
I001818,S003830,2026-07-08,1,0,pass
I001819,S003831,2026-07-05,1,0,pass
I001820,S003834,2026-07-04,1,0,pass
I001821,S003835,2026-07-09,1,0,offer
I001822,S003837,2026-07-16,0,1,no_show
I001823,S003851,2026-06-30,1,0,pass
I001824,S003854,2026-07-12,1,0,pass
I001825,S003863,2026-07-21,1,0,pass
I001826,S003864,2026-07-25,1,0,pass
I001827,S003867,2026-07-11,1,0,offer
I001828,S003870,2026-07-12,1,0,offer
I001829,S003872,2026-07-07,1,0,pass
I001830,S003873,2026-07-13,1,0,offer
I001831,S003878,2026-07-24,1,0,pass
I001832,S003879,2026-07-24,1,0,pass
I001833,S003880,2026-07-22,1,0,offer
I001834,S003881,2026-07-23,1,0,pass
I001835,S003885,2026-07-20,1,0,offer
